imdbid,primaryTitle,year,rating,decade,variable,value,genre,pass,notpass
tt4139124,Keanu,2016,3,2010,Comedy,1,Comedy,1,0
tt4139588,Polar,2019,2,2010,Crime,1,Crime,0,1
tt4154664,Captain Marvel,2019,3,2010,Action,1,Action,1,0
tt4154756,Avengers: Infinity War,2018,3,2010,Sci-Fi,1,Sci-Fi,1,0
tt4158096,Free Fire,2016,0,2010,Crime,1,Crime,0,1
tt4172430,13 Hours,2016,2,2010,Action,1,Action,0,1
tt4196776,Jason Bourne,2016,1,2010,Action,1,Action,0,1
tt4218696,The Wall,2017,0,2010,Action,1,Action,0,1
tt4247682,All Girls Weekend,2016,3,2010,Horror,1,Horror,1,0
tt4262980,Shin Godzilla,2016,1,2010,Adventure,1,Adventure,0,1
tt4302938,Kubo and the Two Strings,2016,1,2010,Action,1,Action,0,1
tt4348012,Mayhem,2017,3,2010,Action,1,Action,1,0
tt4425200,John Wick: Chapter 2,2017,1,2010,Action,1,Action,0,1
tt4439120,Tag,2015,3,2010,Fantasy,1,Fantasy,1,0
tt4500922,The Death Cure,2018,3,2010,Action,1,Action,1,0
tt4520364,Morgan,2016,3,2010,Action,1,Action,1,0
tt4532826,Robin Hood,2018,1,2010,Action,1,Action,0,1
tt4630562,The Fate of the Furious,2017,3,2010,Thriller,1,Thriller,1,0
tt4633694,Spider-Man: Into the Spider-Verse,2018,1,2010,Animation,1,Animation,0,1
tt4649466,Kingsman: The Golden Circle,2017,1,2010,Action,1,Action,0,1
tt4701182,Bumblebee,2018,1,2010,Action,1,Action,0,1
tt4703048,6 Days,2017,0,2010,Action,1,Action,0,1
tt4717402,MFKZ,2017,0,2010,Animation,1,Animation,0,1
tt4720702,Bushwick,2017,3,2010,Action,1,Action,1,0
tt4738360,The Last King,2016,1,2010,Drama,1,Drama,0,1
tt4779682,The Meg,2018,3,2010,Action,1,Action,1,0
tt4853102,Batman: The Killing Joke,2016,1,2010,Animation,1,Animation,0,1
tt4881806,Jurassic World: Fallen Kingdom,2018,3,2010,Action,1,Action,1,0
tt4912910,Mission: Impossible - Fallout,2018,1,2010,Action,1,Action,0,1
tt4961380,House on Willow Street,2016,3,2010,Thriller,1,Thriller,1,0
tt4979652,The Witness,2015,0,2010,Drama,1,Drama,0,1
tt5013056,Dunkirk,2017,0,2010,Drama,1,Drama,0,1
tt5074352,Dangal,2016,3,2010,Biography,1,Biography,1,0
tt5095030,Ant-Man and the Wasp,2018,3,2010,Action,1,Action,1,0
tt5164214,Ocean's Eight,2018,3,2010,Action,1,Action,1,0
tt5177088,The Girl in the Spider's Web,2018,3,2010,Drama,1,Drama,1,0
tt5316540,Close,2019,3,2010,Action,1,Action,1,0
tt5463162,Deadpool 2,2018,2,2010,Action,1,Action,0,1
tt5519340,Bright,2017,3,2010,Fantasy,1,Fantasy,1,0
tt5595168,Kingsglaive: Final Fantasy XV,2016,3,2010,Adventure,1,Adventure,1,0
tt5700672,Train to Busan,2016,3,2010,Action,1,Action,1,0
tt5719748,Cold Pursuit,2019,1,2010,Crime,1,Crime,0,1
tt5723286,Wheelman,2017,1,2010,Action,1,Action,0,1
tt5973626,Batman: Return of the Caped Crusaders,2016,1,2010,Action,1,Action,0,1
tt6133466,The First Purge,2018,3,2010,Sci-Fi,1,Sci-Fi,1,0
tt6140148,Bullitt County,2018,3,2010,Action,1,Action,1,0
tt6205872,Assassination Nation,2018,3,2010,Comedy,1,Comedy,1,0
tt6595896,Pokémon the Movie: I Choose You!,2017,3,2010,Animation,1,Animation,1,0
tt6663582,The Spy Who Dumped Me,2018,3,2010,Action,1,Action,1,0
tt6738136,Revenge,2017,0,2010,Thriller,1,Thriller,0,1
tt6811018,The Kid Who Would Be King,2019,1,2010,Action,1,Action,0,1
tt6921996,Johnny English Strikes Again,2018,1,2010,Comedy,1,Comedy,0,1
tt6929642,Kaala,2018,3,2010,Action,1,Action,1,0
tt6998518,Mandy,2018,2,2010,Fantasy,1,Fantasy,0,1
tt7131870,Wolf Warrior 2,2017,1,2010,Thriller,1,Thriller,0,1
tt7160070,Along with the Gods: The Two Worlds,2017,1,2010,Drama,1,Drama,0,1
tt7279188,Woman at War,2018,3,2010,Thriller,1,Thriller,1,0
tt7424200,Teen Titans Go! To the Movies,2018,3,2010,Animation,1,Animation,1,0
tt7458762,The Wolf's Call,2019,0,2010,Action,1,Action,0,1
tt7745068,My Hero Academia: Two Heroes,2018,3,2010,Adventure,1,Adventure,1,0
tt0008489,"Raffles, the Amateur Cracksman",1917,2,1900-1920,Adventure,1,Adventure,0,1
tt0008519,A Romance of the Redwoods,1917,0,1900-1920,Drama,1,Drama,0,1
tt0014611,Why Worry?,1923,0,1900-1920,Comedy,1,Comedy,0,1
tt0015174,Die Nibelungen: Kriemhild's Revenge,1924,2,1900-1920,Fantasy,1,Fantasy,0,1
tt0015175,Die Nibelungen: Siegfried,1924,2,1900-1920,Drama,1,Drama,0,1
tt0015400,The Thief of Bagdad,1924,0,1900-1920,Adventure,1,Adventure,0,1
tt0015532,The Adventures of Prince Achmed,1926,1,1900-1920,Fantasy,1,Fantasy,0,1
tt0015864,The Gold Rush,1925,0,1900-1920,Comedy,1,Comedy,0,1
tt0016039,The Lost World,1925,2,1900-1920,Fantasy,1,Fantasy,0,1
tt0017825,When Boys Leave Home,1927,1,1900-1920,Drama,1,Drama,0,1
tt0018684,Beggars of Life,1928,0,1900-1920,Drama,1,Drama,0,1
tt0020286,A Throw of Dice,1929,0,1900-1920,Drama,1,Drama,0,1
tt0022458,Tabu: A Story of the South Seas,1931,0,1930,Adventure,1,Adventure,0,1
tt0023458,Shanghai Express,1932,3,1930,Romance,1,Romance,1,0
tt0023753,Alice in Wonderland,1933,3,1930,Family,1,Family,1,0
tt0024216,King Kong,1933,0,1930,Adventure,1,Adventure,0,1
tt0025423,The Lost Patrol,1934,0,1930,War,1,War,0,1
tt0025543,Mystery Liner,1934,0,1930,Mystery,1,Mystery,0,1
tt0026752,Mutiny on the Bounty,1935,1,1930,Drama,1,Drama,0,1
tt0028174,Revolt of the Zombies,1936,0,1930,Horror,1,Horror,0,1
tt0029087,Knight Without Armor,1937,2,1930,Adventure,1,Adventure,0,1
tt0029162,Lost Horizon,1937,2,1930,Drama,1,Drama,0,1
tt0029442,The Prisoner of Zenda,1937,1,1930,Drama,1,Drama,0,1
tt0030473,"Mr. Wong, Detective",1938,1,1930,Drama,1,Drama,0,1
tt0031397,Gulliver's Travels,1939,0,1930,Comedy,1,Comedy,0,1
tt0031505,Jamaica Inn,1939,3,1930,Crime,1,Crime,1,0
tt0031971,Stagecoach,1939,3,1930,Adventure,1,Adventure,1,0
tt0032138,The Wizard of Oz,1939,3,1930,Adventure,1,Adventure,1,0
tt0032273,Boom Town,1940,1,1940,Romance,1,Romance,0,1
tt0033021,Santa Fe Trail,1940,1,1940,Adventure,1,Adventure,0,1
tt0033105,Strange Cargo,1940,0,1940,Adventure,1,Adventure,0,1
tt0033152,The Thief of Bagdad,1940,0,1940,Family,1,Family,0,1
tt0033723,Hold That Ghost,1941,3,1940,Music,1,Music,1,0
tt0033928,Murder by Invitation,1941,3,1940,Adventure,1,Adventure,1,0
tt0034240,Sullivan's Travels,1941,3,1940,Drama,1,Drama,1,0
tt0035317,Sherlock Holmes and the Secret Weapon,1942,1,1940,Adventure,1,Adventure,0,1
tt0035360,Son of Fury: The Story of Benjamin Blake,1942,1,1940,Romance,1,Romance,0,1
tt0037382,To Have and Have Not,1944,3,1940,Adventure,1,Adventure,1,0
tt0039360,The Exile,1947,1,1940,Romance,1,Romance,0,1
tt0039404,Fun & Fancy Free,1947,1,1940,Adventure,1,Adventure,0,1
tt0040897,The Treasure of the Sierra Madre,1948,0,1940,Western,1,Western,0,1
tt0041650,Mighty Joe Young,1949,0,1940,Drama,1,Drama,0,1
tt0043265,The African Queen,1951,0,1950,Romance,1,Romance,0,1
tt0043274,Alice in Wonderland,1951,3,1950,Animation,1,Animation,1,0
tt0045162,The Snows of Kilimanjaro,1952,1,1950,Romance,1,Romance,0,1
tt0045546,"The Beast from 20,000 Fathoms",1953,1,1950,Horror,1,Horror,0,1
tt0046085,Mogambo,1953,2,1950,Drama,1,Drama,0,1
tt0046183,Peter Pan,1953,3,1950,Animation,1,Animation,1,0
tt0046268,The Wages of Fear,1953,1,1950,Adventure,1,Adventure,0,1
tt0046672,"20,000 Leagues Under the Sea",1954,0,1950,Drama,1,Drama,0,1
tt0047478,Seven Samurai,1954,0,1950,Drama,1,Drama,0,1
tt0048280,Lady and the Tramp,1955,2,1950,Adventure,1,Adventure,0,1
tt0048960,Around the World in 80 Days,1956,0,1950,Comedy,1,Comedy,0,1
tt0049096,The Court Jester,1955,2,1950,Comedy,1,Comedy,0,1
tt0049730,The Searchers,1956,3,1950,Drama,1,Drama,1,0
tt0049782,Rodan,1956,1,1950,Adventure,1,Adventure,0,1
tt0049833,The Ten Commandments,1956,2,1950,Drama,1,Drama,0,1
tt0050212,The Bridge on the River Kwai,1957,1,1950,War,1,War,0,1
tt0050397,Fire Down Below,1957,0,1950,Drama,1,Drama,0,1
tt0050490,"Heaven Knows, Mr. Allison",1957,0,1950,Drama,1,Drama,0,1
tt0050798,Old Yeller,1957,1,1950,Adventure,1,Adventure,0,1
tt0051808,The Hidden Fortress,1958,0,1950,Adventure,1,Adventure,0,1
tt0052374,The Deadly Invention,1958,0,1950,Animation,1,Animation,0,1
tt0052394,The Wild Women of Wongo,1958,3,1950,Adventure,1,Adventure,1,0
tt0052618,Ben-Hur,1959,3,1950,Drama,1,Drama,1,0
tt0052722,Darby O'Gill and the Little People,1959,3,1950,Fantasy,1,Fantasy,1,0
tt0052948,Journey to the Center of the Earth,1959,1,1950,Adventure,1,Adventure,0,1
tt0053125,North by Northwest,1959,1,1950,Mystery,1,Mystery,0,1
tt0054331,Spartacus,1960,2,1960,Biography,1,Biography,0,1
tt0054847,El Cid,1961,1,1960,Biography,1,Biography,0,1
tt0055207,Mysterious Island,1961,0,1960,Adventure,1,Adventure,0,1
tt0055254,101 Dalmatians,1961,3,1960,Adventure,1,Adventure,1,0
tt0055458,Snow White and the Three Stooges,1961,3,1960,Adventure,1,Adventure,1,0
tt0056172,Lawrence of Arabia,1962,0,1960,Adventure,1,Adventure,0,1
tt0056912,Carry on Cabby,1963,3,1960,Adventure,1,Adventure,1,0
tt0057115,The Great Escape,1963,0,1960,Drama,1,Drama,0,1
tt0057180,The Incredible Journey,1963,1,1960,Adventure,1,Adventure,0,1
tt0057215,Atragon,1963,0,1960,Sci-Fi,1,Sci-Fi,0,1
tt0057259,The Long Ships,1964,1,1960,Adventure,1,Adventure,0,1
tt0057261,Lord of the Flies,1963,0,1960,Drama,1,Drama,0,1
tt0057546,The Sword in the Stone,1963,0,1960,Animation,1,Animation,0,1
tt0057590,Tom Jones,1963,3,1960,Adventure,1,Adventure,1,0
tt0058100,First Men in the Moon,1964,1,1960,Sci-Fi,1,Sci-Fi,0,1
tt0059183,The Flight of the Phoenix,1965,0,1960,Adventure,1,Adventure,0,1
tt0059212,Gulliver's Travels Beyond the Moon,1965,0,1960,Adventure,1,Adventure,0,1
tt0059956,Viva Maria!,1965,3,1960,Adventure,1,Adventure,1,0
tt0060125,For Love and Gold,1966,1,1960,Adventure,1,Adventure,0,1
tt0060397,Fantastic Voyage,1966,0,1960,Family,1,Family,0,1
tt0060782,One Million Years B.C.,1966,1,1960,Adventure,1,Adventure,0,1
tt0060934,The Sand Pebbles,1966,1,1960,Adventure,1,Adventure,0,1
tt0061852,The Jungle Book,1967,1,1960,Animation,1,Animation,0,1
tt0062622,2001: A Space Odyssey,1968,0,1960,Adventure,1,Adventure,0,1
tt0062687,Asterix & Cleopatra,1968,0,1960,Animation,1,Animation,0,1
tt0062711,Barbarella,1968,3,1960,Comedy,1,Comedy,1,0
tt0062782,Carry On... Up the Khyber,1968,3,1960,Comedy,1,Comedy,1,0
tt0062925,Stars of Eger,1968,1,1960,Romance,1,Romance,0,1
tt0063121,Ice Station Zebra,1968,0,1960,Adventure,1,Adventure,0,1
tt0063442,Planet of the Apes,1968,1,1960,Sci-Fi,1,Sci-Fi,0,1
tt0063823,Yellow Submarine,1968,0,1960,Adventure,1,Adventure,0,1
tt0064276,Easy Rider,1969,1,1960,Drama,1,Drama,0,1
tt0064418,"Hello, Dolly!",1969,3,1960,Comedy,1,Comedy,1,0
tt0064708,My Side of the Mountain,1969,1,1960,Adventure,1,Adventure,0,1
tt0064806,The Phantom Tollbooth,1970,1,1970,Family,1,Family,0,1
tt0065126,True Grit,1969,3,1960,Adventure,1,Adventure,1,0
tt0065134,Two Mules for Sister Sara,1970,3,1970,War,1,War,1,0
tt0065421,The Aristocats,1970,3,1970,Adventure,1,Adventure,1,0
tt0065988,Little Big Man,1970,1,1970,Adventure,1,Adventure,0,1
tt0066798,"L'aventure, c'est l'aventure",1972,0,1970,Crime,1,Crime,0,1
tt0066817,Bedknobs and Broomsticks,1971,3,1970,Adventure,1,Adventure,1,0
tt0067451,Mrs. Pollifax-Spy,1971,3,1970,Adventure,1,Adventure,1,0
tt0067959,Walkabout,1971,1,1970,Drama,1,Drama,0,1
tt0068182,"Aguirre, the Wrath of God",1972,2,1970,Drama,1,Drama,0,1
tt0068473,Deliverance,1972,1,1970,Drama,1,Drama,0,1
tt0068762,Jeremiah Johnson,1972,1,1970,Drama,1,Drama,0,1
tt0069404,Travels with My Aunt,1972,3,1970,Adventure,1,Adventure,1,0
tt0069747,The Mad Adventures of Rabbi Jacob,1973,2,1970,Crime,1,Crime,0,1
tt0070233,Ivan Vasilievich: Back to the Future,1973,1,1970,Comedy,1,Comedy,0,1
tt0070608,Robin Hood,1973,3,1970,Animation,1,Animation,1,0
tt0070948,Zardoz,1974,2,1970,Adventure,1,Adventure,0,1
tt0071411,Dersu Uzala,1975,0,1970,Adventure,1,Adventure,0,1
tt0071615,The Holy Mountain,1973,1,1970,Adventure,1,Adventure,0,1
tt0071853,Monty Python and the Holy Grail,1975,2,1970,Adventure,1,Adventure,0,1
tt0072684,Barry Lyndon,1975,1,1970,Adventure,1,Adventure,0,1
tt0072901,The Twelve Tasks of Asterix,1976,1,1970,Animation,1,Animation,0,1
tt0073195,Jaws,1975,3,1970,Adventure,1,Adventure,1,0
tt0076504,Orca,1977,1,1970,Horror,1,Horror,0,1
tt0076538,Pete's Dragon,1977,2,1970,Animation,1,Animation,0,1
tt0076618,The Rescuers,1977,3,1970,Comedy,1,Comedy,1,0
tt0077766,Jaws 2,1978,2,1970,Adventure,1,Adventure,0,1
tt0077869,The Lord of the Rings,1978,1,1970,Fantasy,1,Fantasy,0,1
tt0078480,Watership Down,1978,1,1970,Drama,1,Drama,0,1
tt0078504,The Wiz,1978,3,1970,Fantasy,1,Fantasy,1,0
tt0078935,Cannibal Holocaust,1980,1,1980,Horror,1,Horror,0,1
tt0079833,Lupin III: The Castle of Cagliostro,1979,3,1970,Adventure,1,Adventure,1,0
tt0079945,Star Trek: The Motion Picture,1979,1,1970,Adventure,1,Adventure,0,1
tt0080025,Time After Time,1979,2,1970,Sci-Fi,1,Sci-Fi,0,1
tt0080453,The Blue Lagoon,1980,0,1980,Drama,1,Drama,0,1
tt0080455,The Blues Brothers,1980,1,1980,Adventure,1,Adventure,0,1
tt0080855,Heaven's Gate,1980,0,1980,Western,1,Western,0,1
tt0081633,Time Bandits,1981,1,1980,Comedy,1,Comedy,0,1
tt0082096,Das Boot,1981,0,1980,Thriller,1,Thriller,0,1
tt0082198,Conan the Barbarian,1982,1,1980,Fantasy,1,Fantasy,0,1
tt0082348,Excalibur,1981,1,1980,Drama,1,Drama,0,1
tt0082406,The Fox and the Hound,1981,2,1980,Drama,1,Drama,0,1
tt0082474,The Great Muppet Caper,1981,3,1980,Comedy,1,Comedy,1,0
tt0082484,Quest for Fire,1981,1,1980,Adventure,1,Adventure,0,1
tt0082509,Heavy Metal,1981,1,1980,Animation,1,Animation,0,1
tt0083791,The Dark Crystal,1982,1,1980,Fantasy,1,Fantasy,0,1
tt0084237,The Last Unicorn,1982,3,1980,Drama,1,Drama,1,0
tt0084649,The Secret of NIMH,1982,3,1980,Animation,1,Animation,1,0
tt0085672,Hercules,1983,3,1980,Fantasy,1,Fantasy,1,0
tt0085750,Jaws 3-D,1983,3,1980,Adventure,1,Adventure,1,0
tt0086837,2010: The Year We Make Contact,1984,1,1980,Sci-Fi,1,Sci-Fi,0,1
tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,3,1980,Romance,1,Romance,1,0
tt0087544,Nausicaä of the Valley of the Wind,1984,3,1980,Animation,1,Animation,1,0
tt0087755,The Muppets Take Manhattan,1984,3,1980,Comedy,1,Comedy,1,0
tt0087892,A Passage to India,1984,3,1980,Drama,1,Drama,1,0
tt0087910,The Philadelphia Experiment,1984,1,1980,Romance,1,Romance,0,1
tt0088323,The NeverEnding Story,1984,1,1980,Drama,1,Drama,0,1
tt0088748,Asterix and Caesar,1985,0,1980,Animation,1,Animation,0,1
tt0088763,Back to the Future,1985,2,1980,Adventure,1,Adventure,0,1
tt0088771,Barbarian Queen,1985,3,1980,Fantasy,1,Fantasy,1,0
tt0088885,The Care Bears Movie,1985,3,1980,Adventure,1,Adventure,1,0
tt0089153,Flesh+Blood,1985,3,1980,Adventure,1,Adventure,1,0
tt0089206,Kenji Miyazawa's Night on the Galactic Railroad,1985,0,1980,Drama,1,Drama,0,1
tt0089218,The Goonies,1985,3,1980,Family,1,Family,1,0
tt0089457,Ladyhawke,1985,0,1980,Adventure,1,Adventure,0,1
tt0089469,Legend,1985,3,1980,Fantasy,1,Fantasy,1,0
tt0089908,Return to Oz,1985,3,1980,Family,1,Family,1,0
tt0090056,Spies Like Us,1985,1,1980,Adventure,1,Adventure,0,1
tt0090555,Crocodile Dundee,1986,3,1980,Comedy,1,Comedy,1,0
tt0090633,An American Tail,1986,3,1980,Comedy,1,Comedy,1,0
tt0090667,Asterix in Britain,1986,0,1980,Comedy,1,Comedy,0,1
tt0090848,The Clan of the Cave Bear,1986,3,1980,Adventure,1,Adventure,1,0
tt0091059,Flight of the Navigator,1986,3,1980,Family,1,Family,1,0
tt0091149,The Great Mouse Detective,1986,1,1980,Family,1,Family,0,1
tt0091369,Labyrinth,1986,3,1980,Adventure,1,Adventure,1,0
tt0091530,The Mission,1986,0,1980,History,1,History,0,1
tt0091757,Pirates,1986,0,1980,Family,1,Family,0,1
tt0091993,SpaceCamp,1986,3,1980,Adventure,1,Adventure,1,0
tt0092005,Stand by Me,1986,0,1980,Drama,1,Drama,0,1
tt0092007,Star Trek IV: The Voyage Home,1986,3,1980,Sci-Fi,1,Sci-Fi,1,0
tt0092067,Castle in the Sky,1986,3,1980,Drama,1,Drama,1,0
tt0092513,Adventures in Babysitting,1987,3,1980,Adventure,1,Adventure,1,0
tt0092752,The Chipmunk Adventure,1987,3,1980,Adventure,1,Adventure,1,0
tt0093300,Jaws: The Revenge,1987,3,1980,Thriller,1,Thriller,1,0
tt0093779,The Princess Bride,1987,2,1980,Fantasy,1,Fantasy,0,1
tt0094012,Spaceballs,1987,3,1980,Adventure,1,Adventure,1,0
tt0095489,The Land Before Time,1988,3,1980,Animation,1,Animation,1,0
tt0095776,Oliver & Company,1988,2,1980,Animation,1,Animation,0,1
tt0096438,Who Framed Roger Rabbit,1988,1,1980,Comedy,1,Comedy,0,1
tt0096754,The Abyss,1989,3,1980,Adventure,1,Adventure,1,0
tt0096764,The Adventures of Baron Munchausen,1988,1,1980,Fantasy,1,Fantasy,0,1
tt0096869,Babar: The Movie,1989,3,1980,Animation,1,Animation,1,0
tt0096874,Back to the Future Part II,1989,3,1980,Comedy,1,Comedy,1,0
tt0096928,Bill & Ted's Excellent Adventure,1989,2,1980,Music,1,Music,0,1
tt0097050,The Adventures of Milo and Otis,1986,1,1980,Drama,1,Drama,0,1
tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,1989,3,1980,Thriller,1,Thriller,1,0
tt0097523,"Honey, I Shrunk the Kids",1989,3,1980,Family,1,Family,1,0
tt0097737,Leviathan,1989,3,1980,Mystery,1,Mystery,1,0
tt0097814,Kiki's Delivery Service,1989,3,1980,Drama,1,Drama,1,0
tt0098147,A Terra-Cotta Warrior,1989,3,1980,Adventure,1,Adventure,1,0
tt0098189,The Journey to Melonia,1989,1,1980,Family,1,Family,0,1
tt0098519,Troop Beverly Hills,1989,3,1980,Comedy,1,Comedy,1,0
tt0098627,Weekend at Bernie's,1989,1,1980,Crime,1,Crime,0,1
tt0099088,Back to the Future Part III,1990,1,1990,Adventure,1,Adventure,0,1
tt0099348,Dances with Wolves,1990,1,1990,Western,1,Western,0,1
tt0100054,Lord of the Flies,1990,0,1990,Drama,1,Drama,0,1
tt0100477,The Rescuers Down Under,1990,1,1990,Animation,1,Animation,0,1
tt0100928,White Hunter Black Heart,1990,1,1990,Drama,1,Drama,0,1
tt0100944,The Witches,1990,3,1990,Adventure,1,Adventure,1,0
tt0101329,An American Tail: Fievel Goes West,1991,3,1990,Adventure,1,Adventure,1,0
tt0101452,Bill & Ted's Bogus Journey,1991,1,1990,Fantasy,1,Fantasy,0,1
tt0101465,Black Robe,1991,1,1990,History,1,History,0,1
tt0102057,Hook,1991,2,1990,Adventure,1,Adventure,0,1
tt0103074,Thelma & Louise,1991,3,1990,Drama,1,Drama,1,0
tt0103247,White Fang,1991,1,1990,Drama,1,Drama,0,1
tt0103639,Aladdin,1992,0,1990,Adventure,1,Adventure,0,1
tt0104254,FernGully: The Last Rainforest,1992,3,1990,Animation,1,Animation,1,0
tt0104298,Freddie as F.R.O.7.,1992,1,1990,Animation,1,Animation,0,1
tt0104431,Home Alone 2: Lost in New York,1992,3,1990,Family,1,Family,1,0
tt0104652,Porco Rosso,1992,1,1990,Comedy,1,Comedy,0,1
tt0104922,Motorama,1991,1,1990,Comedy,1,Comedy,0,1
tt0105616,Tom and Jerry: The Movie,1992,3,1990,Adventure,1,Adventure,1,0
tt0105629,Toys,1992,3,1990,Drama,1,Drama,1,0
tt0106611,Cool Runnings,1993,1,1990,Comedy,1,Comedy,0,1
tt0107131,Homeward Bound: The Incredible Journey,1993,1,1990,Comedy,1,Comedy,0,1
tt0107290,Jurassic Park,1993,3,1990,Sci-Fi,1,Sci-Fi,1,0
tt0107745,Once Upon a Forest,1993,3,1990,Animation,1,Animation,1,0
tt0107875,The Princess and the Goblin,1991,3,1990,Animation,1,Animation,1,0
tt0107977,Robin Hood: Men in Tights,1993,3,1990,Comedy,1,Comedy,1,0
tt0108255,Super Mario Bros.,1993,3,1990,Family,1,Family,1,0
tt0109279,Black Beauty,1994,3,1990,Family,1,Family,1,0
tt0109900,Giorgino,1994,3,1990,Adventure,1,Adventure,1,0
tt0110357,The Lion King,1994,1,1990,Animation,1,Animation,0,1
tt0110763,The Pagemaster,1994,1,1990,Animation,1,Animation,0,1
tt0112281,Ace Ventura: When Nature Calls,1995,0,1990,Adventure,1,Adventure,0,1
tt0112384,Apollo 13,1995,3,1990,Drama,1,Drama,1,0
tt0112453,Balto,1995,2,1990,Animation,1,Animation,0,1
tt0113188,Gold Diggers: The Secret of Bear Mountain,1995,3,1990,Adventure,1,Adventure,1,0
tt0113198,A Goofy Movie,1995,2,1990,Comedy,1,Comedy,0,1
tt0113497,Jumanji,1995,3,1990,Adventure,1,Adventure,1,0
tt0113737,Magic in the Water,1995,1,1990,Fantasy,1,Fantasy,0,1
tt0114108,The Pebble and the Penguin,1995,2,1990,Animation,1,Animation,0,1
tt0114148,Pocahontas,1995,3,1990,Drama,1,Drama,1,0
tt0114689,Catnapped! The Movie,1995,3,1990,Adventure,1,Adventure,1,0
tt0114694,Tommy Boy,1995,3,1990,Adventure,1,Adventure,1,0
tt0114709,Toy Story,1995,1,1990,Animation,1,Animation,0,1
tt0115433,101 Dalmatians,1996,3,1990,Comedy,1,Comedy,1,0
tt0115641,Beavis and Butt-Head Do America,1996,1,1990,Adventure,1,Adventure,0,1
tt0116329,Fly Away Home,1996,3,1990,Family,1,Family,1,0
tt0116552,Homeward Bound II: Lost in San Francisco,1996,1,1990,Family,1,Family,0,1
tt0116683,James and the Giant Peach,1996,3,1990,Family,1,Family,1,0
tt0117705,Space Jam,1996,1,1990,Animation,1,Animation,0,1
tt0117876,Tenchi the Movie - Tenchi Muyo in Love,1996,3,1990,Animation,1,Animation,1,0
tt0117998,Twister,1996,3,1990,Adventure,1,Adventure,1,0
tt0118617,Anastasia,1997,3,1990,Animation,1,Animation,1,0
tt0118655,Austin Powers: International Man of Mystery,1997,2,1990,Adventure,1,Adventure,0,1
tt0119152,Free Willy 3: The Rescue,1997,1,1990,Family,1,Family,0,1
tt0119282,Hercules,1997,3,1990,Animation,1,Animation,1,0
tt0119654,Men in Black,1997,1,1990,Adventure,1,Adventure,0,1
tt0119698,Princess Mononoke,1997,3,1990,Fantasy,1,Fantasy,1,0
tt0120102,Seven Years in Tibet,1997,1,1990,Adventure,1,Adventure,0,1
tt0120363,Toy Story 2,1999,1,1990,Animation,1,Animation,0,1
tt0120587,Antz,1998,3,1990,Comedy,1,Comedy,1,0
tt0120623,A Bug's Life,1998,3,1990,Adventure,1,Adventure,1,0
tt0120630,Chicken Run,2000,3,2000,Adventure,1,Adventure,1,0
tt0120655,Dogma,1999,3,1990,Comedy,1,Comedy,1,0
tt0120669,Fear and Loathing in Las Vegas,1998,1,1990,Comedy,1,Comedy,0,1
tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,1,2000,Fantasy,1,Fantasy,0,1
tt0120762,Mulan,1998,3,1990,Family,1,Family,1,0
tt0120783,The Parent Trap,1998,3,1990,Adventure,1,Adventure,1,0
tt0120794,The Prince of Egypt,1998,3,1990,Animation,1,Animation,1,0
tt0120800,Quest for Camelot,1998,3,1990,Animation,1,Animation,1,0
tt0120855,Tarzan,1999,2,1990,Animation,1,Animation,0,1
tt0120917,The Emperor's New Groove,2000,3,2000,Adventure,1,Adventure,1,0
tt0126029,Shrek,2001,1,2000,Comedy,1,Comedy,0,1
tt0130623,Dinosaur,2000,3,2000,Adventure,1,Adventure,1,0
tt0133240,Treasure Planet,2002,3,2000,Animation,1,Animation,1,0
tt0133385,Asterix and Obelix vs. Caesar,1999,1,1990,Family,1,Family,0,1
tt0134067,The Rugrats Movie,1998,3,1990,Comedy,1,Comedy,1,0
tt0136244,Hideous Kinky,1998,3,1990,Adventure,1,Adventure,1,0
tt0137226,The Treasure of Swamp Castle,1985,2,1980,Romance,1,Romance,0,1
tt0138749,The Road to El Dorado,2000,0,2000,Adventure,1,Adventure,0,1
tt0158811,Muppets from Space,1999,3,1990,Comedy,1,Comedy,1,0
tt0159365,Cold Mountain,2003,3,2000,Adventure,1,Adventure,1,0
tt0162222,Cast Away,2000,2,2000,Adventure,1,Adventure,0,1
tt0163978,The Beach,2000,1,2000,Romance,1,Romance,0,1
tt0164912,Stuart Little,1999,1,1990,Adventure,1,Adventure,0,1
tt0165982,Sinbad: Legend of the Seven Seas,2003,2,2000,Comedy,1,Comedy,0,1
tt0166813,Spirit: Stallion of the Cimarron,2002,1,2000,Adventure,1,Adventure,0,1
tt0167260,The Lord of the Rings: The Return of the King,2003,1,2000,Adventure,1,Adventure,0,1
tt0167261,The Lord of the Rings: The Two Towers,2002,1,2000,Fantasy,1,Fantasy,0,1
tt0169102,Lagaan: Once Upon a Time in India,2001,3,2000,Drama,1,Drama,1,0
tt0177789,Galaxy Quest,1999,1,1990,Adventure,1,Adventure,0,1
tt0179955,Cat City,1986,1,1980,Comedy,1,Comedy,0,1
tt0181627,Kirikou and the Sorceress,1998,2,1990,Adventure,1,Adventure,0,1
tt0181875,Almost Famous,2000,3,2000,Comedy,1,Comedy,1,0
tt0183523,Mission to Mars,2000,1,2000,Adventure,1,Adventure,0,1
